,3BHOBBY,2408 POPO,,2500,,,,,,,,,,,,,,,,id
,3BHOBBY,3BR 1406,,4000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1202,,8500,,,,,,,,,,,,,,,,
,3BHOBBY,B 65,,,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1505,,2950,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 0802,,18000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 2206,,1800,,,,,,,,,,,,,,,,
,3BHOBBY,B 75,,1900,,,,,,,,,,,,,,,,
,3BHOBBY,3214,,1200,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1506,,3000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 0802,,12000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1507,,3250,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 0806,,7500,,,,,,,,,,,,,,,,
,3BHOBBY,2407 PRO,,2100,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 2004,,3100,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 2206,,2600,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 2004,,1750,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1104,,4500,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1405,,3250,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1408,,3600,,,,,,,,,,,,,,,,
,3BHOBBY,3BT 2306,,2500,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1206,,5000,,,,,,,,,,,,,,,,
,3BHOBBY,3BF 2306,,2600,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1504,,3950,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1805,,2500,,,,,,,,,,,,,,,,
,3BHOBBY,2408 PRO II,,2500,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1407,,3000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1407,,4000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1606,,1600,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1306,,3600,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 08028,,12000,,,,,,,,,,,,,,,,
,3BHOBBY,3BT 2306,,2100,,,,,,,,,,,,,,,,
,3BHOBBY,2407 PRO,,1700,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1404,,2750,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1408,,3200,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1506,,4350,,,,,,,,,,,,,,,,
,3BHOBBY,2407 PRO,,2600,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1805,,1500,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1202,,6000,,,,,,,,,,,,,,,,
,3BHOBBY,2407 PRO,,2400,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1504,,2950,,,,,,,,,,,,,,,,
,3BHOBBY,3BR RAY7,,,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1105,,7500,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 0804,,11900,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1206,,6500,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1204,,7000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1205,,5000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 0802,,13500,,,,,,,,,,,,,,,,
,3BHOBBY,3BF 2306,,1800,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 08028,,16000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1103,,8500,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1105,,6000,,,,,,,,,,,,,,,,
,3BHOBBY,4218,,350,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1408,,2800,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1403,,3600,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 2206,,2200,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1507,,4350,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1103,,6000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1106,,7500,,,,,,,,,,,,,,,,
,3BHOBBY,3214,,900,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1505,,3950,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1404,,4350,,,,,,,,,,,,,,,,
,3BHOBBY,2408 POPO,,1900,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1503,,3900,,,,,,,,,,,,,,,,
,3BHOBBY,3BT 2306,,1700,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 2005,,,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 0804,,7100,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1102,,,,,,,,,,,,,,,,,,
,3BHOBBY,4218,,540,,,,,,,,,,,,,,,,
,3BHOBBY,3BT 2306,,2700,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1106,,6000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1104,,6500,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1405,,4000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1606,,2650,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 0806,,6200,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1406,,3150,,,,,,,,,,,,,,,,
,3BHOBBY,3214,,640,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1503,,3000,,,,,,,,,,,,,,,,
,3BHOBBY,2408 PRO II,,1900,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1403,,5000,,,,,,,,,,,,,,,,
,3BHOBBY,3BR 1204,,5500,,,,,,,,,,,,,,,,
,Amax,Superleggera 2305.5,,2550,,,,,,,,,,,,,,,,
,Amax,Performante 1305,,7500,,,,,,,,,,,,,,,,
,Amax,Performante 2306,,1950,,,,,,,,,,,,,,,,
,Amax,Performante 2207,,1750,,,,,,,,,,,,,,,,
,Amax,Performante 2306,,2550,,,,,,,,,,,,,,,,
,Amax,1103,,5000,89,14.30,3.8,1-3S,1.5M,Tige,9,,,1000,9N12P,,850,3,,
,Amax,Superleggera 2305.5,,1750,,,,,,,,,,,,,,,,
,Amax,Performante 2306,,1750,,,,,,,,,,,,,,,,
,Amax,Performante 1303,,5000,,,,,,,,,,,,,,,,
,Amax,1106,,5000,,,,,,,,,,,,,,,,
,Amax,Superleggera 2305.5,,1950,,,,,,,,,,,,,,,,
,Amax,1103,,7500,,,,,,,,,,,,,,,,
,Amax,Performante 2207,,2550,,,,,,,,,,,,,,,,
,Amax,Performante 2207,,1950,,,,,,,,,,,,,,,,
,Amax,1103,,7500,,,3.8,1-2S,,Tige,,,,,,,,3,,
,Armattan,OOPH VELVET EDITION 2206,,2300,,,,,,,,,,,,,,,,
,Armattan,TOA Premium 2306,,1750,,,,,,,,,,,,,,,,
,Armattan,1306,,3500,,,,,,,,,,,,,,,,
,Armattan,SE RACE SERIES 1806,,2550,,,,,,,,,,,,,,,,
,Armattan,MICRO 1103,,8000,,,,,,,,,,,,,,,,
,Armattan,OOMPH 2205,,2550,,,,,,,,,,,,,,,,
,Armattan,OOMPH TITAN EDITION 2306,,2450,,,,,,,,,,,,,,,,
,Armattan,TOA Premium 2306,,2150,,,,,,,,,,,,,,,,
,Armattan,OOMPH TITAN MINI 1407,,3650,,,,,,,,,,,,,,,,
,Armattan,SABOTAGERC BOOTY 2306,,2300,,,,,,,,,,,,,,,,
,Armattan,SS 2306,,2400,,,,,,,,,,,,,,,,
,Armattan,OOMPH 1407,,3850,,,,,,,,,,,,,,,,
,Armattan,1204,,5000,,,,,,,,,,,,,,,,
,Armattan,UNDERDOG 2306,,2150,,,,,,,,,,,,,,,,
,AstroX,EXTREAM MOTOR 2207,,2700,,,,,,,,,,,,,,,,
,BetaFPV,1103,,15000,,,,,,,,,,,,,,,,
,BetaFPV,0802SE,,19500,,,,,,,,,,,,,,,,
,BetaFPV,2004,,3000,,,,,,,,,,,,,,,,
,BetaFPV,1805,,1550,,,,,,,,,,,,,,,,
,BetaFPV,1103,,8000,,,,,,,,,,,,,,,,
,BetaFPV,1106,,3800,,,,,,,,,,,,,,,,
,BetaFPV,1105,,5000,,,,,,,,,,,,,,,,
,BetaFPV,1404,,3800,,,,,,,,,,,,,,,,
,BetaFPV,1606,,2550,,,,,,,,,,,,,,,,
,BetaFPV,0802SE,,22000,,,,,,,,,,,,,,,,
,BetaFPV,1204,,5000,,,,,,,,,,,,,,,,
,BetaFPV,1102,,18000,,,,,,,,,,,,,,,,
,BetaFPV,O603,,16000,,,,,,,,,,,,,,,,
,BetaFPV,O603,,19000,,,,,,,,,,,,,,,,
,BetaFPV,2004,,1700,,,,,,,,,,,,,,,,
,BetaFPV,1506,,3000,,,,,,,,,,,,,,,,
,BetaFPV,1105,,6000,,,,,,,,,,,,,,,,
,BetaFPV,1805,,2550,,,,,,,,,,,,,,,,
,BetaFPV,1606,,1550,,,,,,,,,,,,,,,,
,BetaFPV,1103,,11000,,,,,,,,,,,,,,,,
,BetaFPV,1102,,13500,,,,,,,,,,,,,,,,
,BetaFPV,08028,,12000,,,,,,,,,,,,,,,,
,BetaFPV,1106,,4500,,,,,,,,,,,,,,,,
,BetaFPV,1505,,3600,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 2206,,2140,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T5 3115 PRO,,900,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R4 1806,,2850,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2205 RAINBOW,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,LPD 2806.5,,1700,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T7 4215 X CLASS,,520,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T2 2206,,1800,,,,,,,,,,,,,,,,
,BrotherHobby,MAX 7212,,130,,,,,,,,,,,,,,,,
,BrotherHobby,VY 2004 ULTRALIGHT,,1700,,,,,,,,,,,,,,,,
,BrotherHobby,VY 1507,,3100,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 2206,,2600,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2205 RAINBOW,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2810,,1500,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T1 1407,,2800,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V2,,1560,,,,,,,,,,,,,,,,
,BrotherHobby,REUNION 2318,,1250,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2810,,860,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T1 1407,,4100,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2810,,1180,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V2,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 1507,,3600,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T2 2206,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T10 5215 PRO X CLASS,,330,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 2207,,2400,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V2,,2400,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 2206,,1720,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R2 2205,,2800,,,,,,,,,,,,,,,,
,BrotherHobby,VY 2004 ULTRALIGHT,,1950,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R5 2207,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R2 2205,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2808,,1900,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2207.5 V3,,1900,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V3,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 1103,,8000,,,,,,,,,,,,,,,,
,BrotherHobby,REUNION 2318,,890,,,,,,,,,,,,,,,,
,BrotherHobby,MAX 10012,,98,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T2 2206,,2600,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2306 RAINBOW,,1660,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2812 V2,,1115,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2808,,1500,,,,,,,,,,,,,,,,
,BrotherHobby,DXA 2207.5,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V2,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER SE 2004,,1700,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER SE 2004,,3150,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO 2205,,2300,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 1507,,2800,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2806.5,,1700,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R4 2205,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,VY 1504.5,,2650,,,,,,,,,,,,,,,,
,BrotherHobby,GOM2207.5,,2500,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 1404,,2900,,,,,,,,,,,,,,,,
,BrotherHobby,MAX 6210,,167,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2207 RAINBOW,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 1507,,4100,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2510,,1030,,,,,,,,,,,,,,,,
,BrotherHobby,LPD 2306.5,,2000,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 2207,,1660,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R5 2207,,2500,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2306.5 V3,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R4 2205,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2806.5,,1300,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R5 2306 DEADPOOL,,2650,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2207 PRO,,2550,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R2 2205,,2600,,,,,,,,,,,,,,,,
,BrotherHobby,VY 1507,,1900,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V2,,3400,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO Y3 2306,,2650,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2812 V3,,1115,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2507 V2,,1500,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 1402,,9500,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2812 V3,,900,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T10 5215 PRO X CLASS,,500,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO 2205,,2800,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R8 2208,,2400,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 0804,,1000,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V3,,1920,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T1 1407,,3600,,,,,,,,,,,,,,,,
,BrotherHobby,UC 2207,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R5 2207,,2400,,,,,,,,,,,,,,,,
,BrotherHobby,VENOM 2206,,2600,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 1106,,7100,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2207 RAINBOW,,2400,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2810,,960,,,,,,,,,,,,,,,,
,BrotherHobby,REUNION 2318,,1450,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V2,,2108,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2207 RAINBOW,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,VY 1507,,1550,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T5 3115 PRO,,1050,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 2207,,2550,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R4 2206,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,DXA 2207.5,,1920,,,,,,,,,,,,,,,,
,BrotherHobby,VY 1504.5,,2950,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 1404,,3650,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 0804,,15000,,,,,,,,,,,,,,,,
,BrotherHobby,VY 1507,,4150,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R2 2205,,2300,,,,,,,,,,,,,,,,
,BrotherHobby,GOM2207.5,,1920,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 1402,,8100,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2510,,1380,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2507 V2,,1200,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R5 2306 REDHULK,,2650,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R7 4008,,490,,,,,,,,,,,,,,,,
,BrotherHobby,LPD 2806.5,,1300,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T7 4215 X CLASS,,800,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V3,,2400,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO Y3 2306,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,ENGINEERX 2307,,2500,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO 2205,,2600,,,,,,,,,,,,,,,,
,BrotherHobby,VY 1504.5,,3950,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R4 2206,,2600,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 1103,,11000,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V2,,1920,,,,,,,,,,,,,,,,
,BrotherHobby,GOM2207.5,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,VY 2004 ULTRALIGHT,,2100,,,,,,,,,,,,,,,,
,BrotherHobby,ENGINEERX 2307,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,LPD 2306.5,,2650,,,,,,,,,,,,,,,,
,BrotherHobby,ENGINEERX 2307,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2207.5 V3,,2350,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2207.5 V3,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T5 3115 PRO,,1520,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R4 2206,,2300,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R4 2206,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T10 5215 PRO X CLASS,,170,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T7 4215 X CLASS,,680,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2207 PRO,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,VY 2004 ULTRALIGHT,,3150,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R5 2306 DEADPOOL,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2306 RAINBOW,,2650,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 1106,,5100,,,,,,,,,,,,,,,,
,BrotherHobby,REUNION 2318,,2500,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R5 2306 REDHULK,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,VENOM 2206,,1900,,,,,,,,,,,,,,,,
,BrotherHobby,VENOM 2206,,2400,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2510,,930,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R3 2206,,2300,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2812 V2,,900,,,,,,,,,,,,,,,,
,BrotherHobby,SPEED SHIELD 2207.5 V3,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,LPD 2306.5,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R8 2208,,1800,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T2 2206,,2300,,,,,,,,,,,,,,,,
,BrotherHobby,TORNADO T2 1608,,3200,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER SE 2004,,1950,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2306.5 V3,,2000,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER LR 2004,,1650,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R8 2208,,2700,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2306 RAINBOW,,2450,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 0804,,12000,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R6 2205 RAINBOW,,2400,,,,,,,,,,,,,,,,
,BrotherHobby,RETURNER R5 2207,,1750,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER SE 2004,,2100,,,,,,,,,,,,,,,,
,BrotherHobby,AVENGER 2507 V2,,1750,,,,,,,,,,,,,,,,
,Diatone,MANKA TOKA 1606,,2700,,,,,,,,,,,,,,,,
,Diatone,MANKA TOKA 1606,,3750,,,,,,,,,,,,,,,,
,Diatone,MAMBA 1103,,12000,,,,,,,,,,,,,,,,
,Diatone,MAMBA TOKA 2207.5,,2650,,,,,,,,,,,,,,,,
,Diatone,MANBA 1404,,5000,,,,,,,,,,,,,,,,
,Diatone,MAMBA TOKA 2207.5,,1700,,,,,,,,,,,,,,,,
,Diatone,MAMBA 1105,,5500,,,,,,,,,,,,,,,,
,Diatone,MAMBA TOKA 1206,,4500,,,,,,,,,,,,,,,,
,Diatone,MAMBA TOKA 1103,,10000,,,,,,,,,,,,,,,,
,Diatone,MAMBA TOKA 2207.5,,2450,,,,,,,,,,,,,,,,
,Diatone,MAMBA 1404,,3000,,,,,,,,,,,,,,,,
,Diatone,MAMBA TOKA 1206,,2450,,,,,,,,,,,,,,,,
,Diatone,MANBA 1404,,3650,,,,,,,,,,,,,,,,
,Diatone,MAMBA 1408,,4000,,,,,,,,,,,,,,,,
